year,sport,event,gold_name,gold_noc,tie_gold,silver_name,silver_noc,tie_silver,bronze_name,bronze_noc,tie_bronze
1992,Luge,"Singles, Women",Doris Neuner,AUT,False,Angelika Neuner,AUT,False,Susi Erdmann,GER,False
1992,Nordic Combined,"Team, Men",Japan,JPN,False,Norway,NOR,False,Austria,AUT,False
1992,Nordic Combined,"Individual, Men",Fabrice Guy,FRA,False,Sylvain Guillaume,FRA,False,Klaus Sulzenbacher,AUT,False
1992,Short Track Speed Skating,"1,000 metres, Men",Kim Gi-Hun,KOR,False,Frédéric Blackburn,CAN,False,Lee Jun-Ho,KOR,False
1992,Short Track Speed Skating,"Relay, Men",Republic of Korea,KOR,False,Canada,CAN,False,Japan,JPN,False
1992,Short Track Speed Skating,"500 metres, Women",Cathy Turner,USA,False,Li Yan,CHN,False,Hwang Ok-Sil,PRK,False
1992,Short Track Speed Skating,"Relay, Women",Canada,CAN,False,United States,USA,False,Unified Team,EUN,False
1992,Ski Jumping,"Normal Hill, Individual, Men",Ernst Vettori,AUT,False,Martin Höllwarth,AUT,False,Toni Nieminen,FIN,False
1992,Ski Jumping,"Large Hill, Individual, Men",Toni Nieminen,FIN,False,Martin Höllwarth,AUT,False,Heinz Kuttin,AUT,False
1992,Ski Jumping,"Large Hill, Team, Men",Finland,FIN,False,Austria,AUT,False,Czechoslovakia,TCH,False
1992,Speed Skating,"500 metres, Men",Uwe-Jens Mey,GER,False,Toshiyuki Kuroiwa,JPN,False,Junichi Inoue,JPN,False
1992,Speed Skating,"1,000 metres, Men",Olaf Zinke,GER,False,Kim Yun-Man,KOR,False,Yukinori Miyabe,JPN,False
1992,Speed Skating,"1,500 metres, Men",Johann Olav Koss,NOR,False,Ådne Søndrål,NOR,False,Leo Visser,NED,False
1992,Speed Skating,"5,000 metres, Men",Geir Karlstad,NOR,False,Falko Zandstra,NED,False,Leo Visser,NED,False
1992,Speed Skating,"10,000 metres, Men",Bart Veldkamp,NED,False,Johann Olav Koss,NOR,False,Geir Karlstad,NOR,False
1992,Speed Skating,"500 metres, Women",Bonnie Blair,USA,False,Ye Qiaobo,CHN,False,Christa Luding,GER,False
1992,Speed Skating,"1,000 metres, Women",Bonnie Blair,USA,False,Ye Qiaobo,CHN,False,Monique Garbrecht,GER,False
1992,Speed Skating,"1,500 metres, Women",Jacqueline Börner,GER,False,Gunda Niemann,GER,False,Seiko Hashimoto,JPN,False
1992,Speed Skating,"3,000 metres, Women",Gunda Niemann,GER,False,Heike Warnicke,GER,False,Emese Hunyady,AUT,False
1992,Speed Skating,"5,000 metres, Women",Gunda Niemann,GER,False,Heike Warnicke,GER,False,Claudia Pechstein,GER,False
1994,Alpine Skiing,"Downhill, Men",Tommy Moe,USA,False,Kjetil André Aamodt,NOR,False,Ed Podivinsky,CAN,False
1994,Alpine Skiing,"Super G, Men",Markus Wasmeier,GER,False,Tommy Moe,USA,False,Kjetil André Aamodt,NOR,False
1994,Alpine Skiing,"Giant Slalom, Men",Markus Wasmeier,GER,False,Urs Kälin,SUI,False,Christian Mayer,AUT,False
1994,Alpine Skiing,"Slalom, Men",Thomas Stangassinger,AUT,False,Alberto Tomba,ITA,False,Jure Košir,SLO,False
1994,Alpine Skiing,"Combined, Men",Lasse Kjus,NOR,False,Kjetil André Aamodt,NOR,False,Harald Christian Strand Nilsen,NOR,False
1994,Alpine Skiing,"Downhill, Women",Katja Seizinger,GER,False,Picabo Street,USA,False,Isolde Kostner,ITA,False
1994,Alpine Skiing,"Super G, Women",Diann Roffe-Steinrotter,USA,False,Svetlana Gladysheva,RUS,False,Isolde Kostner,ITA,False
1994,Alpine Skiing,"Giant Slalom, Women",Deborah Compagnoni,ITA,False,Martina Ertl,GER,False,Vreni Schneider,SUI,False
1994,Alpine Skiing,"Slalom, Women",Vreni Schneider,SUI,False,Elfi Eder,AUT,False,Katja Koren,SLO,False
1994,Alpine Skiing,"Combined, Women",Pernilla Wiberg,SWE,False,Vreni Schneider,SUI,False,Alenka Dovžan,SLO,False
1994,Biathlon,"Sprint, Men",Sergey Chepikov,RUS,False,Ricco Groß,GER,False,Sergey Tarasov,RUS,False
1994,Biathlon,"Individual, Men",Sergey Tarasov,RUS,False,Frank Luck,GER,False,Sven Fischer,GER,False
1994,Biathlon,"Relay, Men",Germany,GER,False,Russian Federation,RUS,False,France,FRA,False
1994,Biathlon,"Sprint, Women",Myriam Bédard,CAN,False,Sviatlana Paramihina,BLR,False,Valentyna Tserbe,UKR,False
1994,Biathlon,"Individual, Women",Myriam Bédard,CAN,False,Anne Briand-Bouthiaux,FRA,False,Uschi Disl,GER,False
1994,Biathlon,"Relay, Women",Russian Federation,RUS,False,Germany,GER,False,France,FRA,False
1994,Bobsleigh,"Two, Men",Switzerland 1,SUI,False,Switzerland 2,SUI,False,Italy 1,ITA,False
1994,Bobsleigh,"Four, Men",Germany 2,GER,False,Switzerland 1,SUI,False,Germany 1,GER,False
1994,Cross Country Skiing,"10 kilometres, Men",Bjørn Dæhlie,NOR,False,Vladimir Smirnov,KAZ,False,Marco Albarello,ITA,False
1994,Cross Country Skiing,"30 kilometres, Men",Thomas Alsgaard,NOR,False,Bjørn Dæhlie,NOR,False,Mika Myllylä,FIN,False
1994,Cross Country Skiing,"50 kilometres, Men",Vladimir Smirnov,KAZ,False,Mika Myllylä,FIN,False,Sture Sivertsen,NOR,False
1994,Cross Country Skiing,"Skiathlon, Men",Bjørn Dæhlie,NOR,False,Vladimir Smirnov,KAZ,False,Silvio Fauner,ITA,False
1994,Cross Country Skiing,"Relay, Men",Italy,ITA,False,Norway,NOR,False,Finland,FIN,False
1994,Cross Country Skiing,"5 kilometres, Women",Lyubov Yegorova,RUS,False,Manuela Di Centa,ITA,False,Marja-Liisa Kirvesniemi,FIN,False
1994,Cross Country Skiing,"15 kilometres, Women",Manuela Di Centa,ITA,False,Lyubov Yegorova,RUS,False,Nina Gavrylyuk,RUS,False
1994,Cross Country Skiing,"30 kilometres, Women",Manuela Di Centa,ITA,False,Marit Wold,NOR,False,Marja-Liisa Kirvesniemi,FIN,False
1994,Cross Country Skiing,"Skiathlon, Women",Lyubov Yegorova,RUS,False,Manuela Di Centa,ITA,False,Stefania Belmondo,ITA,False
1994,Cross Country Skiing,"Relay, Women",Russian Federation,RUS,False,Norway,NOR,False,Italy,ITA,False
1994,Figure Skating,"Singles, Men",Aleksey Urmanov,RUS,False,Elvis Stojko,CAN,False,Philippe Candeloro,FRA,False
1994,Figure Skating,"Singles, Women",Oksana Baiul,UKR,False,Nancy Kerrigan,USA,False,Chen Lu,CHN,False
1994,Figure Skating,"Pairs, Mixed",Russian Federation 1,RUS,False,Russian Federation 2,RUS,False,Canada 1,CAN,False
1994,Figure Skating,"Ice Dance, Mixed",Russian Federation 1,RUS,False,Russian Federation 2,RUS,False,Great Britain,GBR,False
1994,Freestyle Skiing,"Moguls, Men",Jean-Luc Brassard,CAN,False,Sergey Shupletsov,RUS,False,Edgar Grospiron,FRA,False
1994,Freestyle Skiing,"Aerials, Men",Sonny Schönbächler,SUI,False,Philippe LaRoche,CAN,False,Lloyd Langlois,CAN,False
1994,Freestyle Skiing,"Moguls, Women",Stine Lise Hattestad,NOR,False,Liz McIntyre,USA,False,Yelizaveta Kozhevnikova,RUS,False
1994,Freestyle Skiing,"Aerials, Women",Lina Cheryazova,UZB,False,Marie Lindgren,SWE,False,Hilde Synnøve Lid,NOR,False
1994,Ice Hockey,"Ice Hockey, Men",Sweden,SWE,False,Canada,CAN,False,Finland,FIN,False
1994,Luge,"Singles, Men",Georg Hackl,GER,False,Markus Prock,AUT,False,Armin Zöggeler,ITA,False
1994,Luge,"Doubles, Men",Italy 1,ITA,False,Italy 2,ITA,False,Germany 1,GER,False
1994,Luge,"Singles, Women",Gerda Weissensteiner,ITA,False,Susi Erdmann,GER,False,Andrea Tagwerker,AUT,False
1994,Nordic Combined,"Team, Men",Japan,JPN,False,Norway,NOR,False,Switzerland,SUI,False
1994,Nordic Combined,"Individual, Men",Fred Børre Lundberg,NOR,False,Takanori Kono,JPN,False,Bjarte Engen Vik,NOR,False
1994,Short Track Speed Skating,"500 metres, Men",Chae Ji-Hun,KOR,False,Mirko Vuillermin,ITA,False,Nicky Gooch,GBR,False
1994,Short Track Speed Skating,"1,000 metres, Men",Kim Gi-Hun,KOR,False,Chae Ji-Hun,KOR,False,Marc Gagnon,CAN,False
1994,Short Track Speed Skating,"Relay, Men",Italy,ITA,False,United States,USA,False,Australia,AUS,False
1994,Short Track Speed Skating,"500 metres, Women",Cathy Turner,USA,False,Zhang Yanmei,CHN,False,Amy Peterson,USA,False
1994,Short Track Speed Skating,"1,000 metres, Women",Jeon Lee-Gyeong,KOR,False,Nathalie Lambert,CAN,False,Kim So-Hui,KOR,False
1994,Short Track Speed Skating,"Relay, Women",Republic of Korea,KOR,False,Canada,CAN,False,United States,USA,False
1994,Ski Jumping,"Normal Hill, Individual, Men",Espen Bredesen,NOR,False,Lasse Ottesen,NOR,False,Dieter Thoma,GER,False
1994,Ski Jumping,"Large Hill, Individual, Men",Jens Weißflog,GER,False,Espen Bredesen,NOR,False,Andi Goldberger,AUT,False
1994,Ski Jumping,"Large Hill, Team, Men",Germany,GER,False,Japan,JPN,False,Austria,AUT,False
1994,Speed Skating,"500 metres, Men",Aleksandr Golubev,RUS,False,Sergey Klevchenya,RUS,False,Manabu Horii,JPN,False
1994,Speed Skating,"1,000 metres, Men",Dan Jansen,USA,False,Ihar Zhaliasouski,BLR,False,Sergey Klevchenya,RUS,False
1994,Speed Skating,"1,500 metres, Men",Johann Olav Koss,NOR,False,Rintje Ritsma,NED,False,Falko Zandstra,NED,False
1994,Speed Skating,"5,000 metres, Men",Johann Olav Koss,NOR,False,Kjell Storelid,NOR,False,Rintje Ritsma,NED,False
1994,Speed Skating,"10,000 metres, Men",Johann Olav Koss,NOR,False,Kjell Storelid,NOR,False,Bart Veldkamp,NED,False
1994,Speed Skating,"500 metres, Women",Bonnie Blair,USA,False,Susan Auch,CAN,False,Franziska Schenk,GER,False
1994,Speed Skating,"1,000 metres, Women",Bonnie Blair,USA,False,Anke Baier,GER,False,Ye Qiaobo,CHN,False
1994,Speed Skating,"1,500 metres, Women",Emese Hunyady,AUT,False,Svetlana Fedotkina,RUS,False,Gunda Niemann,GER,False
1994,Speed Skating,"3,000 metres, Women",Svetlana Bazhanova,RUS,False,Emese Hunyady,AUT,False,Claudia Pechstein,GER,False
1994,Speed Skating,"5,000 metres, Women",Claudia Pechstein,GER,False,Gunda Niemann,GER,False,Hiromi Yamamoto,JPN,False
1998,Alpine Skiing,"Downhill, Men",Jean-Luc Crétier,FRA,False,Lasse Kjus,NOR,False,Hannes Trinkl,AUT,False
1998,Alpine Skiing,"Super G, Men",Hermann Maier,AUT,False,Didier CucheHans Knauß,SUIAUT,True,—,—,False
1998,Alpine Skiing,"Giant Slalom, Men",Hermann Maier,AUT,False,Stephan Eberharter,AUT,False,Michael von Grünigen,SUI,False
1998,Alpine Skiing,"Slalom, Men",Hans Petter Buraas,NOR,False,Ole Kristian Furuseth,NOR,False,Thomas Sykora,AUT,False
1998,Alpine Skiing,"Combined, Men",Mario Reiter,AUT,False,Lasse Kjus,NOR,False,Christian Mayer,AUT,False
1998,Alpine Skiing,"Downhill, Women",Katja Seizinger,GER,False,Pernilla Wiberg,SWE,False,Florence Masnada,FRA,False
1998,Alpine Skiing,"Super G, Women",Picabo Street,USA,False,Michaela Dorfmeister,AUT,False,Alexandra Meissnitzer,AUT,False
1998,Alpine Skiing,"Giant Slalom, Women",Deborah Compagnoni,ITA,False,Alexandra Meissnitzer,AUT,False,Katja Seizinger,GER,False
1998,Alpine Skiing,"Slalom, Women",Hilde Gerg,GER,False,Deborah Compagnoni,ITA,False,Zali Steggall,AUS,False
1998,Alpine Skiing,"Combined, Women",Katja Seizinger,GER,False,Martina Ertl,GER,False,Hilde Gerg,GER,False
1998,Biathlon,"Sprint, Men",Ole Einar Bjørndalen,NOR,False,Frode Andresen,NOR,False,Ville Räikkönen,FIN,False
1998,Biathlon,"Individual, Men",Halvard Hanevold,NOR,False,Pieralberto Carrara,ITA,False,Aliaksei Aydarau,BLR,False
1998,Biathlon,"Relay, Men",Germany,GER,False,Norway,NOR,False,Russian Federation,RUS,False
1998,Biathlon,"Sprint, Women",Galina Kukleva,RUS,False,Uschi Disl,GER,False,Katrin Apel,GER,False
1998,Biathlon,"Individual, Women",Ekaterina Dafovska,BUL,False,Olena Petrova,UKR,False,Uschi Disl,GER,False
1998,Biathlon,"Relay, Women",Germany,GER,False,Russian Federation,RUS,False,Norway,NOR,False
1998,Bobsleigh,"Two, Men",Italy 1Canada 1,ITACAN,True,—,—,False,Germany 1,GER,False
1998,Bobsleigh,"Four, Men",Germany 2,GER,False,Switzerland 1,SUI,False,Great BritainFrance,GBRFRA,True
1998,Cross Country Skiing,"10 kilometres, Men",Bjørn Dæhlie,NOR,False,Markus Gandler,AUT,False,Mika Myllylä,FIN,False
1998,Cross Country Skiing,"30 kilometres, Men",Mika Myllylä,FIN,False,Erling Jevne,NOR,False,Silvio Fauner,ITA,False
1998,Cross Country Skiing,"50 kilometres, Men",Bjørn Dæhlie,NOR,False,Niklas Jonsson,SWE,False,Christian Hoffmann,AUT,False
1998,Cross Country Skiing,"Skiathlon, Men",Thomas Alsgaard,NOR,False,Bjørn Dæhlie,NOR,False,Vladimir Smirnov,KAZ,False
1998,Cross Country Skiing,"Relay, Men",Norway,NOR,False,Italy,ITA,False,Finland,FIN,False
1998,Cross Country Skiing,"5 kilometres, Women",Larisa Lazutina,RUS,False,Kateřina Neumannová,CZE,False,Bente Martinsen,NOR,False
1998,Cross Country Skiing,"15 kilometres, Women",Olga Danilova,RUS,False,Larisa Lazutina,RUS,False,Anita Moen-Guidon,NOR,False
1998,Cross Country Skiing,"30 kilometres, Women",Yuliya Chepalova,RUS,False,Stefania Belmondo,ITA,False,Larisa Lazutina,RUS,False
1998,Cross Country Skiing,"Skiathlon, Women",Larisa Lazutina,RUS,False,Olga Danilova,RUS,False,Kateřina Neumannová,CZE,False
1998,Cross Country Skiing,"Relay, Women",Russian Federation,RUS,False,Norway,NOR,False,Italy,ITA,False
1998,Curling,"Team, Men",Switzerland,SUI,False,Canada,CAN,False,Norway,NOR,False
1998,Curling,"Team, Women",Canada,CAN,False,Denmark,DEN,False,Sweden,SWE,False
1998,Figure Skating,"Singles, Men",Ilya Kulik,RUS,False,Elvis Stojko,CAN,False,Philippe Candeloro,FRA,False
1998,Figure Skating,"Singles, Women",Tara Lipinski,USA,False,Michelle Kwan,USA,False,Chen Lu,CHN,False
1998,Figure Skating,"Pairs, Mixed",Russian Federation 1,RUS,False,Russian Federation 2,RUS,False,Germany 1,GER,False
1998,Figure Skating,"Ice Dance, Mixed",Russian Federation 1,RUS,False,Russian Federation 2,RUS,False,France 1,FRA,False
1998,Freestyle Skiing,"Moguls, Men",Jonny Moseley,USA,False,Janne Lahtela,FIN,False,Sami Mustonen,FIN,False
1998,Freestyle Skiing,"Aerials, Men",Eric Bergoust,USA,False,Sébastien Foucras,FRA,False,Dzmitry Dashchynski,BLR,False
1998,Freestyle Skiing,"Moguls, Women",Tae Satoya,JPN,False,Tatjana Mittermayer,GER,False,Kari Traa,NOR,False
1998,Freestyle Skiing,"Aerials, Women",Nikki Stone,USA,False,Xu Nannan,CHN,False,Colette Brand,SUI,False
1998,Ice Hockey,"Ice Hockey, Men",Czech Republic,CZE,False,Russian Federation,RUS,False,Finland,FIN,False
1998,Ice Hockey,"Ice Hockey, Women",United States,USA,False,Canada,CAN,False,Finland,FIN,False
1998,Luge,"Singles, Men",Georg Hackl,GER,False,Armin Zöggeler,ITA,False,Jens Müller,GER,False
1998,Luge,"Doubles, Men",Germany 1,GER,False,United States 1,USA,False,United States 2,USA,False
1998,Luge,"Singles, Women",Silke Kraushaar,GER,False,Barbara Niedernhuber,GER,False,Angelika Neuner,AUT,False
1998,Nordic Combined,"Team, Men",Norway,NOR,False,Finland,FIN,False,France,FRA,False
1998,Nordic Combined,"Individual, Men",Bjarte Engen Vik,NOR,False,Samppa Lajunen,FIN,False,Valery Stolyarov,RUS,False
1998,Short Track Speed Skating,"500 metres, Men",Takafumi Nishitani,JPN,False,An Yulong,CHN,False,Hitoshi Uematsu,JPN,False
1998,Short Track Speed Skating,"1,000 metres, Men",Kim Dong-Seong,KOR,False,Li Jiajun,CHN,False,Éric Bédard,CAN,False
1998,Short Track Speed Skating,"Relay, Men",Canada,CAN,False,Republic of Korea,KOR,False,People's Republic of China,CHN,False
1998,Short Track Speed Skating,"500 metres, Women",Annie Perreault,CAN,False,Yang Yang (S),CHN,False,Jeon Lee-Gyeong,KOR,False
1998,Short Track Speed Skating,"1,000 metres, Women",Jeon Lee-Gyeong,KOR,False,Yang Yang (S),CHN,False,Won Hye-Gyeong,KOR,False
1998,Short Track Speed Skating,"Relay, Women",Republic of Korea,KOR,False,People's Republic of China,CHN,False,Canada,CAN,False
1998,Ski Jumping,"Normal Hill, Individual, Men",Jani Soininen,FIN,False,Kazuyoshi Funaki,JPN,False,Andreas Widhölzl,AUT,False
1998,Ski Jumping,"Large Hill, Individual, Men",Kazuyoshi Funaki,JPN,False,Jani Soininen,FIN,False,Masahiko Harada,JPN,False
1998,Ski Jumping,"Large Hill, Team, Men",Japan,JPN,False,Germany,GER,False,Austria,AUT,False
1998,Snowboarding,"Giant Slalom, Men",Ross Rebagliati,CAN,False,Thomas Prugger,ITA,False,Ueli Kestenholz,SUI,False
1998,Snowboarding,"Halfpipe, Men",Gian Simmen,SUI,False,Daniel Franck,NOR,False,Ross Powers,USA,False
1998,Snowboarding,"Giant Slalom, Women",Karine Ruby,FRA,False,Heidi Renoth,GER,False,Brigitte Köck,AUT,False
1998,Snowboarding,"Halfpipe, Women",Nicola Thost,GER,False,Stine Brun Kjeldaas,NOR,False,Shannon Dunn,USA,False
1998,Speed Skating,"500 metres, Men",Hiroyasu Shimizu,JPN,False,Jeremy Wotherspoon,CAN,False,Kevin Overland,CAN,False
1998,Speed Skating,"1,000 metres, Men",Ids Postma,NED,False,Jan Bos,NED,False,Hiroyasu Shimizu,JPN,False
1998,Speed Skating,"1,500 metres, Men",Ådne Søndrål,NOR,False,Ids Postma,NED,False,Rintje Ritsma,NED,False
1998,Speed Skating,"5,000 metres, Men",Gianni Romme,NED,False,Rintje Ritsma,NED,False,Bart Veldkamp,BEL,False
1998,Speed Skating,"10,000 metres, Men",Gianni Romme,NED,False,Bob de Jong,NED,False,Rintje Ritsma,NED,False
1998,Speed Skating,"500 metres, Women",Catriona Le May Doan,CAN,False,Susan Auch,CAN,False,Tomomi Okazaki,JPN,False
1998,Speed Skating,"1,000 metres, Women",Marianne Timmer,NED,False,Chris Witty,USA,False,Catriona Le May Doan,CAN,False
1998,Speed Skating,"1,500 metres, Women",Marianne Timmer,NED,False,Gunda Niemann-Stirnemann,GER,False,Chris Witty,USA,False
1998,Speed Skating,"3,000 metres, Women",Gunda Niemann-Stirnemann,GER,False,Claudia Pechstein,GER,False,Anni Friesinger,GER,False
1998,Speed Skating,"5,000 metres, Women",Claudia Pechstein,GER,False,Gunda Niemann-Stirnemann,GER,False,Lyudmila Prokashova,KAZ,False
2002,Alpine Skiing,"Downhill, Men",Fritz Strobl,AUT,False,Lasse Kjus,NOR,False,Stephan Eberharter,AUT,False
2002,Alpine Skiing,"Super G, Men",Kjetil André Aamodt,NOR,False,Stephan Eberharter,AUT,False,Andreas Schifferer,AUT,False
2002,Alpine Skiing,"Giant Slalom, Men",Stephan Eberharter,AUT,False,Bode Miller,USA,False,Lasse Kjus,NOR,False
2002,Alpine Skiing,"Slalom, Men",Jean-Pierre Vidal,FRA,False,Sébastien Amiez,FRA,False,Benjamin Raich,AUT,False
2002,Alpine Skiing,"Combined, Men",Kjetil André Aamodt,NOR,False,Bode Miller,USA,False,Benjamin Raich,AUT,False
2002,Alpine Skiing,"Downhill, Women",Carole Montillet,FRA,False,Isolde Kostner,ITA,False,Renate Götschl,AUT,False
2002,Alpine Skiing,"Super G, Women",Daniela Ceccarelli,ITA,False,Janica Kostelić,CRO,False,Karen Putzer,ITA,False
2002,Alpine Skiing,"Giant Slalom, Women",Janica Kostelić,CRO,False,Anja Pärson,SWE,False,Sonja Nef,SUI,False
2002,Alpine Skiing,"Slalom, Women",Janica Kostelić,CRO,False,Laure Pequegnot,FRA,False,Anja Pärson,SWE,False
2002,Alpine Skiing,"Combined, Women",Janica Kostelić,CRO,False,Renate Götschl,AUT,False,Martina Ertl,GER,False
2002,Biathlon,"Sprint, Men",Ole Einar Bjørndalen,NOR,False,Sven Fischer,GER,False,Wolfgang Perner,AUT,False
2002,Biathlon,"Pursuit, Men",Ole Einar Bjørndalen,NOR,False,Raphaël Poirée,FRA,False,Ricco Groß,GER,False
2002,Biathlon,"Individual, Men",Ole Einar Bjørndalen,NOR,False,Frank Luck,GER,False,Viktor Maygurov,RUS,False
2002,Biathlon,"Relay, Men",Norway,NOR,False,Germany,GER,False,France,FRA,False
2002,Biathlon,"Sprint, Women",Kati Wilhelm,GER,False,Uschi Disl,GER,False,Magdalena Forsberg,SWE,False
2002,Biathlon,"Pursuit, Women",Olga Pylyova,RUS,False,Kati Wilhelm,GER,False,Irina Nikulchina,BUL,False
2002,Biathlon,"Individual, Women",Andrea Henkel,GER,False,Liv Grete Skjelbreid-Poirée,NOR,False,Magdalena Forsberg,SWE,False
2002,Biathlon,"Relay, Women",Germany,GER,False,Norway,NOR,False,Russian Federation,RUS,False
2002,Bobsleigh,"Two, Men",Germany 1,GER,False,Switzerland 1,SUI,False,Switzerland 2,SUI,False
2002,Bobsleigh,"Four, Men",Germany 2,GER,False,United States 1,USA,False,United States 2,USA,False
2002,Bobsleigh,"Two, Women",United States 2,USA,False,Germany 1,GER,False,Germany 2,GER,False
2002,Cross Country Skiing,"Sprint, Men",Tor-Arne Hetland,NOR,False,Peter Schlickenrieder,GER,False,Cristian Zorzi,ITA,False
2002,Cross Country Skiing,"15 kilometres, Men",Andrus Veerpalu,EST,False,Frode Estil,NOR,False,Jaak Mae,EST,False
2002,Cross Country Skiing,"30 kilometres, Men",Christian Hoffmann,AUT,False,Mikhail Botvinov,AUT,False,Kristen Skjeldal,NOR,False
2002,Cross Country Skiing,"50 kilometres, Men",Mikhail Ivanov,RUS,False,Andrus Veerpalu,EST,False,Odd-Bjørn Hjelmeset,NOR,False
2002,Cross Country Skiing,"Skiathlon, Men",Frode EstilThomas Alsgaard,NORNOR,True,—,—,False,Per Elofsson,SWE,False
2002,Cross Country Skiing,"Relay, Men",Norway,NOR,False,Italy,ITA,False,Germany,GER,False
2002,Cross Country Skiing,"Sprint, Women",Yuliya Chepalova,RUS,False,Evi Sachenbacher,GER,False,Anita Moen,NOR,False
2002,Cross Country Skiing,"10 kilometres, Women",Bente Skari,NOR,False,Yuliya Chepalova,RUS,False,Stefania Belmondo,ITA,False
2002,Cross Country Skiing,"15 kilometres, Women",Stefania Belmondo,ITA,False,Kateřina Neumannová,CZE,False,Yuliya Chepalova,RUS,False
2002,Cross Country Skiing,"30 kilometres, Women",Gabriella Paruzzi,ITA,False,Stefania Belmondo,ITA,False,Bente Skari,NOR,False
2002,Cross Country Skiing,"Skiathlon, Women",Beckie Scott,CAN,False,Kateřina Neumannová,CZE,False,Viola Bauer,GER,False
2002,Cross Country Skiing,"Relay, Women",Germany,GER,False,Norway,NOR,False,Switzerland,SUI,False
2002,Curling,"Team, Men",Norway,NOR,False,Canada,CAN,False,Switzerland,SUI,False
2002,Curling,"Team, Women",Great Britain,GBR,False,Switzerland,SUI,False,Canada,CAN,False
2002,Figure Skating,"Singles, Men",Aleksey Yagudin,RUS,False,Yevgeny Plyushchenko,RUS,False,Timothy Goebel,USA,False
2002,Figure Skating,"Singles, Women",Sarah Hughes,USA,False,Irina Slutskaya,RUS,False,Michelle Kwan,USA,False
2002,Figure Skating,"Pairs, Mixed",Russian Federation 1Canada 1,RUSCAN,True,—,—,False,People's Republic of China 1,CHN,False
2002,Figure Skating,"Ice Dance, Mixed",France 1,FRA,False,Russian Federation 1,RUS,False,Italy 1,ITA,False
2002,Freestyle Skiing,"Moguls, Men",Janne Lahtela,FIN,False,Travis Mayer,USA,False,Richard Gay,FRA,False
2002,Freestyle Skiing,"Aerials, Men",Aleš Valenta,CZE,False,Joe Pack,USA,False,Aliaksei Hryshyn,BLR,False
2002,Freestyle Skiing,"Moguls, Women",Kari Traa,NOR,False,Shannon Bahrke,USA,False,Tae Satoya,JPN,False
2002,Freestyle Skiing,"Aerials, Women",Alisa Camplin,AUS,False,Veronica Brenner,CAN,False,Deidra Dionne,CAN,False
2002,Ice Hockey,"Ice Hockey, Men",Canada,CAN,False,United States,USA,False,Russian Federation,RUS,False
2002,Ice Hockey,"Ice Hockey, Women",Canada,CAN,False,United States,USA,False,Sweden,SWE,False
2002,Luge,"Singles, Men",Armin Zöggeler,ITA,False,Georg Hackl,GER,False,Markus Prock,AUT,False
2002,Luge,"Doubles, Men",Germany 2,GER,False,United States 2,USA,False,United States 1,USA,False
2002,Luge,"Singles, Women",Sylke Otto,GER,False,Barbara Niedernhuber,GER,False,Silke Kraushaar,GER,False
2002,Nordic Combined,"Team, Men",Finland,FIN,False,Germany,GER,False,Austria,AUT,False
2002,Nordic Combined,"Individual, Men",Samppa Lajunen,FIN,False,Jaakko Tallus,FIN,False,Felix Gottwald,AUT,False
2002,Nordic Combined,"Sprint, Men",Samppa Lajunen,FIN,False,Ronny Ackermann,GER,False,Felix Gottwald,AUT,False
2002,Short Track Speed Skating,"500 metres, Men",Marc Gagnon,CAN,False,Jonathan Guilmette,CAN,False,Rusty Smith,USA,False
2002,Short Track Speed Skating,"1,000 metres, Men",Steven Bradbury,AUS,False,Apolo Anton Ohno,USA,False,Mathieu Turcotte,CAN,False
2002,Short Track Speed Skating,"1,500 metres, Men",Apolo Anton Ohno,USA,False,Li Jiajun,CHN,False,Marc Gagnon,CAN,False
2002,Short Track Speed Skating,"Relay, Men",Canada,CAN,False,Italy,ITA,False,People's Republic of China,CHN,False
2002,Short Track Speed Skating,"500 metres, Women",Yang Yang (A),CHN,False,Evgeniya Radanova,BUL,False,Wang Chunlu,CHN,False
2002,Short Track Speed Skating,"1,000 metres, Women",Yang Yang (A),CHN,False,Go Gi-Hyeon,KOR,False,Yang Yang (S),CHN,False
2002,Short Track Speed Skating,"1,500 metres, Women",Go Gi-Hyeon,KOR,False,Choi Eun-Gyeong,KOR,False,Evgeniya Radanova,BUL,False
2002,Short Track Speed Skating,"Relay, Women",Republic of Korea,KOR,False,People's Republic of China,CHN,False,Canada,CAN,False
2002,Skeleton,"Skeleton, Men","Jim Shea, Jr.",USA,False,Martin Rettl,AUT,False,Gregor Stähli,SUI,False
2002,Skeleton,"Skeleton, Women",Tristan Gale,USA,False,Lea Ann Parsley,USA,False,Alex Coomber,GBR,False
2002,Ski Jumping,"Normal Hill, Individual, Men",Simon Ammann,SUI,False,Sven Hannawald,GER,False,Adam Małysz,POL,False
2002,Ski Jumping,"Large Hill, Individual, Men",Simon Ammann,SUI,False,Adam Małysz,POL,False,Matti Hautamäki,FIN,False
2002,Ski Jumping,"Large Hill, Team, Men",Germany,GER,False,Finland,FIN,False,Slovenia,SLO,False
2002,Snowboarding,"Parallel Giant Slalom, Men",Philipp Schoch,SUI,False,Richard Richardsson,SWE,False,Chris Klug,USA,False
2002,Snowboarding,"Halfpipe, Men",Ross Powers,USA,False,Danny Kass,USA,False,JJ Thomas,USA,False
2002,Snowboarding,"Parallel Giant Slalom, Women",Isabelle Blanc,FRA,False,Karine Ruby,FRA,False,Lidia Trettel,ITA,False
